country	source	carrier	mcc	mnc	apn	type	protocol	roaming_protocol	user	password	authtype	mmsc	mmsproxy	mmsport	proxy	port	carrier_id	mvno_type	mvno_match_data	carrier_enabled	user_visible	user_editable	network_type_bitmask	bearer_bitmask
SV	LineageOS	Claro SV MMS	706	01	mms.claro.sv	mms						http://mms.claro.sv	216.230.133.66	8080										
SV	AOSP	Internet CLARO	706	01	internet.ideasclaro	default,ia,supl											1954							
SV	AOSP	MMS CLARO	706	01	mms.ideasclaro	mms						http://10.6.32.27/servlets/mms	10.6.32.2	8080			1954							
SV	AOSP	Digicel Internet	706	02	web.digicelsv.com	default,ia,supl											1087							
SV	LineageOS	Digicel MMS	706	02	wap	mms						http://mms.digicelgroup.com	172.26.5.12	8080										
SV	LineageOS	Digicel SV	706	02	wap.digicelsv.com	default,supl																		
SV	LineageOS	Digicel SV MMS	706	02	wap.digicelsv.com	mms						http://172.26.5.132/servlets/mms	172.26.5.12	8080										
SV	LineageOS	Digicel Web	706	02	web	default,supl																		
SV	AOSP	MMS	706	02	wap.digicelsv.com	mms						http://172.26.5.132/servlets/mms	172.26.5.12	8080			1087							
SV	AOSP	Internet Tigo	706	03	internet.tigo.sv	default,ia,supl											1998							
SV	LineageOS	INTERNET TIGO SV	706	03	internet.tigo.sv	default,supl																		
SV	AOSP	MMS Tigo	706	03	mms.tigo.sv	mms						http://mms	10.16.17.12	8888			1998							
SV	LineageOS	MMS TIGO SV	706	03	mms.tigo.sv	mms						http://mms	10.16.17.12	8888										
SV	LineageOS	INTERNET TIGO SV	706	030	internet.tigo.sv	default,supl																		
SV	LineageOS	MMS TIGO SV	706	030	mms.tigo.sv	mms						http://mms	10.16.17.12	8888										
SV	AOSP	Movistar INTERNET	706	04	internet.movistar.sv	default,ia,supl	IPV4V6	IPV4V6	movistarsv	movistarsv	0						2009							
SV	LineageOS	Movistar MMS	706	04	mms.movistar.sv	mms			movistarsv	movistarsv		http://mms.movistar.sv	10.12.20.1	80										
SV	LineageOS	Movistar SV	706	04	internet.movistar.sv	default,supl			movistarsv	movistarsv														
SV	LineageOS	Movistar SV	706	040	internet.movistar.sv	default,supl			movistarsv	movistarsv														
SV	LineageOS	Movistar SV MMS	706	040	mms.movistar.sv	mms			movistarsv	movistarsv		http://mms.movistar.sv	10.12.20.1	80										
SY	LineageOS	Syriatel	417	01	net.syriatel.com	default,supl																		
SY	AOSP	Syriatel MMS	417	01	mms.syriatel.com	mms						http://mymms.syriatel.com/	172.20.5.6	80			1088							
SY	LineageOS	Syriatel MMS	417	01	mms.syriatel.com	mms						http://mymms.syriatel.com/	172.20.5.6	9201										
SY	AOSP	Syriatel Net	417	01	net.syriatel.com	default,ia,supl											1088							
SY	AOSP	MTN MMS	417	02	mms	mms						http://mms/	10.110.0.134	8799			1089							
SY	LineageOS	MTN SY	417	02	internet	default,supl																		
SY	LineageOS	MTN SY MMS	417	02	mms	mms						http://10.11.161.138/:10021/mmsc	10.11.161.131	8080										
SY	AOSP	MTN WAP	417	02	internet	default,ia,supl											1089							
SY	AOSP	Rcell IMS	417	50	ims	ims											2646							
SY	AOSP	Rcell Internet	417	50	internet	default											2646							
SZ	LineageOS	MTN	653	10	mymtn.co.sz	default,supl					1													
SZ	AOSP	Swazi MTN	653	10	default	default,ia,supl											1091							
TC	LineageOS	LIME Postpaid Internet	376	350	internet	default,supl										8799								
TC	LineageOS	LIME Postpaid MMS	376	350	multimedia	mms						http://mmsc			10.20.5.34	8799								
TC	LineageOS	LIME Prepaid Internet	376	350	ppinternet	default,supl										8799								
TC	LineageOS	LIME Prepaid MMS	376	350	ppmms	mms						http://mmsc			10.20.5.34	8799								
TC	AOSP	Turks And Caicos:Lime:Internet	376	350	internet	default,ia,dun					1						2291							
TC	AOSP	Turks And Caicos:Lime:Mms	376	350	multimedia	mms					1	http://mmsc	10.20.5.34	8799			2291							
TH	AOSP	TRUE IMS	520	00	ims	ims	IPV4V6	IPV4V6									1997				false			
TH	AOSP	TRUE UT	520	00	xcap	xcap	IPV4V6	IPV4V6									1997				false			
TH	AOSP	TRUE-H INTERNET	520	00	internet	default,ia,supl			true	true	1						1997							
TH	AOSP	TRUE-H MMS	520	00	hmms	mms			true	true	1	http://mms.trueh.com:8002/	10.4.7.39	8080			1997							
TH	LineageOS	TrueMove-H	520	00	internet	default,supl			true	true														
TH	LineageOS	TrueMove-H MMS	520	00	hmms	mms			true	true		http://mms.trueh.com:8002	10.4.7.39	8080										
TH	LineageOS	AIS GPRS Internet	520	01	internet	default,supl																		
TH	AOSP	AIS IMS	520	01	ims	ims	IPV4V6	IPV4V6									1097				false			
TH	AOSP	AIS Internet	520	01	internet	default,ia,supl					0						1097							
TH	AOSP	AIS MMS	520	01	multimedia	mms						http://mms.mobilelife.co.th	203.170.229.34	8080			1097							
TH	LineageOS	AIS MMS	520	01	multimedia	mms						http://mms.mobilelife.co.th	203.170.229.34	8080										
TH	AOSP	AIS UT	520	01	xcap	xcap	IPV6	IPV6									1097				false			
TH	AOSP	AIS IMS	520	03	ims	ims	IPV4V6	IPV4V6									1098				false			
TH	AOSP	AIS Internet	520	03	internet	default,ia,supl	IPV4V6				0						1098							
TH	LineageOS	AIS Internet	520	03	internet	default,supl																		
TH	LineageOS	AIS MMS	520	03	mms	mms						http://mms.ais.co.th	203.170.229.34	8080										
TH	AOSP	AIS MMS	520	03	multimedia	mms						http://mms.mobilelife.co.th	203.170.229.34	8080			1098							
TH	AOSP	AIS UT	520	03	xcap	xcap	IPV6	IPV6									1098				false			
TH	AOSP	TRUE IMS	520	04	ims	ims	IPV4V6	IPV4V6									1997				false			
TH	AOSP	TRUE UT	520	04	xcap	xcap	IPV4V6	IPV4V6									1997				false			
TH	AOSP	TRUE-H INTERNET	520	04	internet	default,ia,supl			true	true	1						1997							
TH	AOSP	TRUE-H MMS	520	04	hmms	mms			true	true	1	http://mms.trueh.com:8002/	10.4.7.39	8080			1997							
TH	LineageOS	DTAC GPRS WEB	520	05	www.dtac.co.th	default,supl																		
TH	AOSP	dtac IMS	520	05	ims	ims	IPV4V6	IPV4V6									1897				false			
TH	AOSP	dtac Internet	520	05	www.dtac.co.th	default,ia,supl											1897							
TH	AOSP	dtac MMS	520	05	mms	mms						http://mms2.dtac.co.th:8002/	10.10.10.10	8080			1897							
TH	LineageOS	DTAC MMS	520	05	mms	mms						http://mms2.dtac.co.th:8002	10.10.10.10	8080										
TH	AOSP	dtac UT	520	05	XCAP	xcap	IPV4V6	IPV4V6									1897				false			
TH	LineageOS	TOT 3G	520	15	internet	default,supl																		
TH	AOSP	TOT 3G Internet	520	15	internet	default,ia,supl											1723							
TH	AOSP	TOT 3G MMS	520	15	mms	mms						http://mms.tot3g.net:8002	192.168.0.72	8080			1723							
TH	LineageOS	TOT 3G MMS	520	15	mms	mms						http://mms.tot3g.net:8002	10.218.24.83	8080										
TH	AOSP	TOT IMS	520	15	ims	ims	IPV4V6	IPV4V6									1723				false			
TH	AOSP	TOT UT	520	15	xcap	xcap	IPV6	IPV6									1723				false			
TH	LineageOS	DTAC GPRS WEB	520	18	www.dtac.co.th	default,supl																		
TH	AOSP	dtac IMS	520	18	ims	ims	IPV4V6	IPV4V6									1896				false			
TH	AOSP	dtac Internet	520	18	www.dtac.co.th	default,ia,supl											1896							
TH	AOSP	dtac MMS	520	18	mms	mms						http://mms.dtac.co.th:8002/	203.155.200.133	8080			1896							
TH	LineageOS	DTAC MMS	520	18	mms	mms						http://mms.dtac.co.th:8002	203.155.200.133	8080										
TH	AOSP	dtac UT	520	18	XCAP	xcap	IPV4V6	IPV4V6									1896				false			
TH	AOSP	dtac IMS	520	47	ims	ims	IPV4V6	IPV4V6									2413				false			
TH	AOSP	dtac Internet	520	47	www.dtac.co.th	default,ia,supl											2413							
TH	AOSP	dtac MMS	520	47	mms	mms						http://mms2.dtac.co.th:8002/	10.10.10.10	8080			2413							
TH	AOSP	dtac UT	520	47	XCAP	xcap	IPV4V6	IPV4V6									2413				false			
TH	LineageOS	True	520	99	internet	default,supl			true	true														
TH	AOSP	TRUE INTERNET	520	99	internet	default,ia,supl			true	true	1						1898							
TH	AOSP	TRUE MMS	520	99	hmms	mms			true	true	1	http://mms.truelife.com:8002/	10.4.7.39	8080			1898							
TH	LineageOS	True MMS	520	99	mms	mms			true	true		http://mms.trueworld.net:8002	10.4.7.39	8080										
TN	AOSP	MMS Orange	605	01	mms.otun	mms						http://mms.orange.tn	10.12.1.52	8080			1936							
TN	LineageOS	MMS Orange	605	01	mms.otun	mms						https://mms.orange.tn	10.12.1.52	8080										
TN	LineageOS	Orange TN	605	01	keypro	default,supl																		
TN	AOSP	weborange	605	01	weborange	default,ia,supl											1936							
TN	LineageOS	weborange	605	01	weborange	default,supl									10.12.1.52	8080								
TN	AOSP	Internet	605	02	internet.tn	default,ia,supl											1731							
TN	AOSP	Internet Portail	605	02	gprs.tn	default,ia,supl			gprs	gprs	1						1731							
TN	LineageOS	Tunisia Telecom Internet	605	02	gprs.tn	default,supl			mobinet	mobinet														
TN	LineageOS	Tunisia Telecom MMS	605	02	mms.tn	mms						http://192.168.0.3:19090/was	192.168.0.2	8080										
TN	LineageOS	Tunisia Telecom WAP	605	02	wap.tn	default,supl			wap@tt1	wap					192.168.0.2	8080								
TN	AOSP	Tunisie Telecom MMS	605	02	mms.tn	mms			mms@tt1	mms	1	http://192.168.0.3:19090/was	192.168.0.2	8080			1731							
TN	LineageOS	Tunisie Télécom TN	605	02	internet.tn	default,supl																		
TN	LineageOS	Ooredoo TN	605	03	internet.ooredoo.tn	default,supl																		
TN	AOSP	Ooredoo TN Internet	605	03	internet.ooredoo.tn	default,ia											1732							
TN	AOSP	Ooredoo TN MMS	605	03	mms.ooredoo.tn	mms						http://mmsc.ooredoo.tn	10.3.2.100	80			1732							
TN	LineageOS	Tunisiana MMS	605	03	mms.tunisiana.com	mms			mms	mms		http://192.168.0.3:19090/was	10.3.2.100	9201										
TN	LineageOS	Tunisiana Wap	605	03	internet.tunisiana.com	default,supl			internet	internet					10.3.2.99	8080								
TO	AOSP	U-Call	539	01	default	default,ia,supl											1733							
TO	AOSP	Shoreline Communication	539	43	default	default,ia,supl											1734							
TO	AOSP	Digicel	539	88	web.digicelpacific.com	default,ia											2220							
TO	LineageOS	Digicel MMS	539	88	wap.digicelpacific.com	mms						http://mms.digicelpacific.com:8990	10.150.122.12	8080										
TO	LineageOS	Digicel Web	539	88	web.digicelpacific.com	default,supl																		
TO	AOSP	Tonga:Digicel:Mms	539	88	wap	mms					1	http://mms.digicelgroup.com	172.16.7.12	9201			2220							
TR	LineageOS	CEPTEN KKTCELL	286	01	cepten.kktcell	default,supl					1							imsi	28601590					
TR	LineageOS	KKTCELL IMS	286	01	ims	ims	IPV4V6	IPV4V6			0							imsi	28601590		false			
TR	LineageOS	KKTCELL MMS	286	01	mms.kktcell	mms					1	http://mms.kktcell.com/cmmsc/post	212.252.169.99	8080				imsi	28601590					
TR	AOSP	Turkcell IMS	286	01	ims	ims	IPV4V6										1735							
TR	LineageOS	Turkcell IMS	286	01	ims	ims	IPV4V6	IPV4V6			0										false			
TR	AOSP	TURKCELL INTERNET	286	01	internet	default,ia,supl	IPV4V6										1735							
TR	LineageOS	Turkcell Internet	286	01	internet	default,supl	IPV4V6	IPV4V6	gprs	gprs	1													
TR	AOSP	TURKCELL MMS	286	01	mms	mms	IPV4V6		mms	mms	1	http://mms.turkcell.com.tr/servlets/mms	212.252.169.217	8080			1735							
TR	LineageOS	Turkcell MMS	286	01	mms	mms			mms	mms	1	http://mms.turkcell.com.tr/servlets/mms	212.252.169.217	8080										
TR	AOSP	Vodafone IMS	286	02	ims	ims	IPV4V6										1736							
TR	LineageOS	Vodafone IMS	286	02	ims	ims	IPV4V6	IPV4V6			0										false			
TR	AOSP	Vodafone internet	286	02	internet	default,ia,supl	IPV4V6				1						1736							
TR	LineageOS	Vodafone Internet	286	02	internet	default,supl	IPV4V6		vodafone	vodafone	1													
TR	AOSP	Vodafone MMS	286	02	mms	mms	IPV4V6		vodafone	vodafone	1	http://217.31.233.18:6001/MM1Servlet	217.31.233.18	9401			1736							
TR	LineageOS	Vodafone MMS	286	02	mms	mms			vodafone	vodafone	1	http://217.31.233.18:6001/MM1Servlet	217.31.233.18	9401										
TR	AOSP	Vodafone Ut	286	02	hos	xcap	IPV4V6										1736				false			
TR	AOSP	Turk Telekom IMS	286	03	ims	ims	IPV4V6										1737							
TR	LineageOS	Turk Telekom IMS	286	03	ims	ims	IPV4V6	IPV4V6			0													
TR	AOSP	Turk Telekom Internet	286	03	internet	default,ia,supl	IPV4V6				1						1737							
TR	LineageOS	Turk Telekom Internet	286	03	internet	default,supl	IPV4V6	IPV4V6	wap	wap	1													
TR	AOSP	Turk Telekom MMS	286	03	mms	mms	IPV4V6		mms	mms	1	http://mms.avea.com.tr/servlets/mms	213.161.151.201	8080			1737							
TR	LineageOS	Turk Telekom MMS	286	03	mms	mms			mms	mms	1	http://mms.avea.com.tr/servlets/mms	217.174.44.80	8080										
TR	AOSP	Netgsm Internet	286	13	internet	default,ia,supl	IPV4V6																	
TR	LineageOS	Netgsm Internet	286	13	internet	default,supl																		
TT	LineageOS	BMobile Buzz	374	12	buzz	default,mms						http://192.168.210.103/operator/wap			192.168.210.104	8080								
TT	LineageOS	Bmobile BUZZ	374	12	buzz	default,supl									192.168.210.104	8080								
TT	AOSP	Bmobile internet	374	12	internet	default,ia,supl					1						1739							
TT	AOSP	Bmobile mms	374	12	mms	mms					1	http://192.168.210.104/mmrelay.app	192.168.210.104	8080			1739							
TT	LineageOS	BMobile MMS	374	12	mms	mms						http://192.168.210.104/mmrelay.app	192.168.210.104	8080										
TT	LineageOS	BMobile Postpaid	374	12	internet	default,supl										8080								
TT	LineageOS	BMobile Prepaid	374	12	bconnected	default,supl										8080								
TT	LineageOS	Bmobile BUZZ	374	120	buzz	default,supl									192.168.210.104	8080								
TT	AOSP	Bmobile internet	374	120	internet	default,ia,supl					1													
TT	LineageOS	Bmobile MMS	374	120	mms	mms						http://192.168.210.104/mmrelay.app	192.168.210.104	8080										
TT	LineageOS	Prepaid Data	374	120	bconnected	default,supl																		
TT	LineageOS	Bmobile BUZZ	374	121	buzz	default,supl									192.168.210.104	8080								
TT	AOSP	Bmobile internet	374	121	internet	default,ia,supl					1													
TT	LineageOS	Bmobile MMS	374	121	mms	mms						http://192.168.210.104/mmrelay.app	192.168.210.104	8080										
TT	LineageOS	Prepaid Data	374	121	bconnected	default,supl																		
TT	LineageOS	Bmobile BUZZ	374	122	buzz	default,supl									192.168.210.104	8080								
TT	AOSP	Bmobile internet	374	122	internet	default,ia,supl					1						1739							
TT	AOSP	Bmobile mms	374	122	mms	mms					1	http://192.168.210.104/mmrelay.app	192.168.210.104	8080			1739							
TT	LineageOS	Bmobile MMS	374	122	mms	mms						http://192.168.210.104/mmrelay.app	192.168.210.104	8080										
TT	LineageOS	Prepaid Data	374	122	bconnected	default,supl																		
TT	LineageOS	Bmobile BUZZ	374	123	buzz	default,supl									192.168.210.104	8080								
TT	AOSP	Bmobile internet	374	123	internet	default,ia,supl					1						1739							
TT	AOSP	Bmobile mms	374	123	mms	mms					1	http://192.168.210.104/mmrelay.app	192.168.210.104	8080			1739							
TT	LineageOS	Bmobile MMS	374	123	mms	mms						http://192.168.210.104/mmrelay.app	192.168.210.104	8080										
TT	LineageOS	Prepaid Data	374	123	bconnected	default,supl																		
TT	LineageOS	Bmobile BUZZ	374	124	buzz	default,supl									192.168.210.104	8080								
TT	AOSP	Bmobile internet	374	124	internet	default,ia,supl					1						1739							
TT	AOSP	Bmobile mms	374	124	mms	mms					1	http://192.168.210.104/mmrelay.app	192.168.210.104	8080			1739							
TT	LineageOS	Bmobile MMS	374	124	mms	mms						http://192.168.210.104/mmrelay.app	192.168.210.104	8080										
TT	LineageOS	Prepaid Data	374	124	bconnected	default,supl																		
TT	LineageOS	Bmobile BUZZ	374	125	buzz	default,supl									192.168.210.104	8080								
TT	AOSP	Bmobile internet	374	125	internet	default,ia,supl					1						1739							
TT	AOSP	Bmobile mms	374	125	mms	mms					1	http://192.168.210.104/mmrelay.app	192.168.210.104	8080			1739							
TT	LineageOS	Bmobile MMS	374	125	mms	mms						http://192.168.210.104/mmrelay.app	192.168.210.104	8080										
TT	LineageOS	Prepaid Data	374	125	bconnected	default,supl																		
TT	LineageOS	Bmobile BUZZ	374	126	buzz	default,supl									192.168.210.104	8080								
TT	AOSP	Bmobile internet	374	126	internet	default,ia,supl					1						1739							
TT	AOSP	Bmobile mms	374	126	mms	mms					1	http://192.168.210.104/mmrelay.app	192.168.210.104	8080			1739							
TT	LineageOS	Bmobile MMS	374	126	mms	mms						http://192.168.210.104/mmrelay.app	192.168.210.104	8080										
TT	LineageOS	Prepaid Data	374	126	bconnected	default,supl																		
TT	LineageOS	Bmobile BUZZ	374	127	buzz	default,supl									192.168.210.104	8080								
TT	AOSP	Bmobile internet	374	127	internet	default,ia,supl					1						1739							
TT	AOSP	Bmobile mms	374	127	mms	mms					1	http://192.168.210.104/mmrelay.app	192.168.210.104	8080			1739							
TT	LineageOS	Bmobile MMS	374	127	mms	mms						http://192.168.210.104/mmrelay.app	192.168.210.104	8080										
TT	LineageOS	Prepaid Data	374	127	bconnected	default,supl																		
TT	LineageOS	Bmobile BUZZ	374	128	buzz	default,supl									192.168.210.104	8080								
TT	AOSP	Bmobile internet	374	128	internet	default,ia,supl					1						1739							
TT	AOSP	Bmobile mms	374	128	mms	mms					1	http://192.168.210.104/mmrelay.app	192.168.210.104	8080			1739							
TT	LineageOS	Bmobile MMS	374	128	mms	mms						http://192.168.210.104/mmrelay.app	192.168.210.104	8080										
TT	LineageOS	Prepaid Data	374	128	bconnected	default,supl																		
TT	LineageOS	Bmobile BUZZ	374	129	buzz	default,supl									192.168.210.104	8080								
TT	AOSP	Bmobile internet	374	129	internet	default,ia,supl					1						1739							
TT	AOSP	Bmobile mms	374	129	mms	mms					1	http://192.168.210.104/mmrelay.app	192.168.210.104	8080			1739							
TT	LineageOS	Bmobile MMS	374	129	mms	mms						http://192.168.210.104/mmrelay.app	192.168.210.104	8080										
TT	LineageOS	Prepaid Data	374	129	bconnected	default,supl																		
TT	LineageOS	Digicel MMS	374	13	wap	mms			wap	wap		http://mmc.digiceltt.com/servlets/mms	172.20.6.12	8080										
TT	LineageOS	Digicel TT	374	13	web.digiceltt.com	default,supl																		
TT	LineageOS	Digicel Web	374	13	web	default,supl																		
TT	AOSP	INTERNET Trinidad	374	13	web.digiceltt.com	default,ia,supl					1						1740							
TT	AOSP	MMS Trinidad	374	13	wap.digiceltt.com	mms			wap	wap	1	http://mmc.digiceltt.com/servlets/mms	172.20.6.12	8080			1740							
TT	LineageOS	Digicel MMS	374	130	wap	mms			wap	wap		http://mmc.digiceltt.com/servlets/mms	172.20.6.12	8080										
TT	LineageOS	Digicel Web	374	130	web	default,supl																		
TT	AOSP	INTERNET Trinidad	374	130	web.digiceltt.com	default,ia,supl					1						1740							
TT	AOSP	MMS Trinidad	374	130	wap.digiceltt.com	mms			wap	wap	1	http://mmc.digiceltt.com/servlets/mms	172.20.6.12	8080			1740							
TW	LineageOS	FarEasTone	466	01	internet	default,supl																		
TW	LineageOS	FarEasTone MMS	466	01	fetnet01	mms						http://mms	210.241.199.199	9201										
TW	LineageOS	遠傳電信(Far EasTone) (Fetnet01)	466	01	fetnet01	default,supl									210.241.199.199	80								
TW	AOSP	遠傳電信(Far EasTone) (IMS)	466	01	ims	ims	IPV4V6	IPV4V6									1881				false			
TW	AOSP	遠傳電信(Far EasTone) (Internet)	466	01	internet	default,ia,supl	IPV4V6	IPV4V6									1881							
TW	AOSP	遠傳電信(Far EasTone) (MMS)	466	01	fetnet01	mms	IPV4V6	IPV4V6				http://mms	210.241.199.199	9201			1881							
TW	AOSP	遠傳電信(Far EasTone) (XCAP)	466	01	hos	xcap	IPV4V6	IPV4V6									1881				false			
TW	AOSP	遠傳電信(Far EasTone) (IMS)	466	02	ims	ims	IPV4V6	IPV4V6									1881				false			
TW	AOSP	遠傳電信(Far EasTone) (Internet)	466	02	internet	default,ia,supl	IPV4V6	IPV4V6									1881							
TW	AOSP	遠傳電信(Far EasTone) (MMS)	466	02	fetnet01	mms	IPV4V6	IPV4V6				http://mms	210.241.199.199	9201			1881							
TW	AOSP	遠傳電信(Far EasTone) (XCAP)	466	02	hos	xcap	IPV4V6	IPV4V6									1881				false			
TW	AOSP	亞太電信(APT) (IMS)	466	05	ims	ims	IPV4V6	IPV4V6									1882				false			
TW	AOSP	亞太電信(APT) (Internet)	466	05	gtnet	default,ia,supl	IPV4V6										1882							
TW	AOSP	亞太電信(APT) (UT)	466	05	gtnet	xcap	IPV4V6	IPV4V6									1882				false			
TW	LineageOS	KGT	466	88	internet	default,supl																		
TW	LineageOS	KGT MMS	466	88	kgtmms	mms						http://mms.kgtmms.net.tw/mms/wapenc	172.28.33.5	8080										
TW	LineageOS	T Star-Internet	466	89	internet	default,supl	IPV4V6	IPV4V6																
TW	LineageOS	T Star-MMS	466	89	internet	mms	IPV4V6	IPV4V6				http://mms.vibo.net.tw	172.24.128.36	8080										
TW	AOSP	台灣大哥大TS (IMS)	466	89	ims	ims											1886				false			
TW	AOSP	台灣大哥大TS (Internet)	466	89	internet	default,ia,supl	IPV4V6										1886							
TW	AOSP	台灣大哥大TS (MMS)	466	89	internet	mms	IPV4V6					http://mms.vibo.net.tw	172.24.128.36	8080			1886							
TW	LineageOS	CHT	466	92	internet	default,supl																		
TW	LineageOS	CHT MMS	466	92	emome	mms						http://mms.emome.net:8002	10.1.1.1	8080										
TW	LineageOS	中華電信 (emome)	466	92	emome	default,supl																		
TW	LineageOS	中華電信(Chunghwa)	466	92	emome	default,supl,mms						http://mms.emome.net:8002	10.1.1.1	8080										
TW	AOSP	中華電信(Chunghwa) (IMS)	466	92	ims	ims	IPV4V6	IPV4V6									1884				false			
TW	AOSP	中華電信(Chunghwa) (Internet)	466	92	internet	default,ia,supl	IPV4V6										1884							
TW	AOSP	中華電信(Chunghwa) (MMS)	466	92	emome	mms						http://mms.emome.net:8002	10.1.1.1	8080			1884							
TW	AOSP	中華電信(Chunghwa) (UT)	466	92	hos	xcap	IPV4V6	IPV4V6									1884				false			
TW	LineageOS	Mobitai	466	93	internet	default,supl			gprs	gprs														
TW	LineageOS	Mobitai MMS	466	93	gprs1	mms			gprs	gprs		http://mms.mobeelife.net/mms/wapenc	192.168.77.5	80										
TW	LineageOS	台灣大哥大(TW Mobile) (MMS)	466	93	mms	mms						http://mms.catch.net.tw	10.1.1.2	80										
TW	LineageOS	台灣大哥大(TW Mobile) (twm)	466	93	twm	default,supl																		
TW	LineageOS	Internet	466	97	internet	default,supl																		
TW	LineageOS	Taiwan Mobile	466	97	twm	default,supl																		
TW	AOSP	台灣大哥大(TW Mobile) (IMS)	466	97	ims	ims	IPV6	IPV6									1888				false			
TW	AOSP	台灣大哥大(TW Mobile) (Internet)	466	97	Internet	default,ia,supl	IPV4V6										1888							
TW	AOSP	台灣大哥大(TW Mobile) (MMS)	466	97	MMS	mms	IPV4V6					http://mms.catch.net.tw	10.1.1.2	80			1888							
TW	AOSP	台灣大哥大(TW Mobile) (UT)	466	97	hos	xcap											1888				false			
TW	LineageOS	台灣大哥大MMS	466	97	mms	mms						http://mms.catch.net.tw	10.1.1.2	80	10.1.1.2	80								
TW	LineageOS	TransAsia	466	99	internet	default,supl																		
TW	LineageOS	TransAsia MMS	466	99	mms	mms						http://mms	10.1.1.2	80										
TW	AOSP	台灣大哥大(TW Mobile) (IMS)	466	99	ims	ims	IPV6	IPV6									1889				false			
TW	AOSP	台灣大哥大(TW Mobile) (Internet)	466	99	Internet	default,ia,supl	IPV4V6										1889							
TW	AOSP	台灣大哥大(TW Mobile) (MMS)	466	99	MMS	mms	IPV4V6					http://mms.catch.net.tw	10.1.1.2	80			1889							
TW	LineageOS	台灣大哥大(TW Mobile) (twm)	466	99	twm	default,supl																		
TW	AOSP	台灣大哥大(TW Mobile) (UT)	466	99	hos	xcap											1889				false			
TZ	LineageOS	Vodacom Internet	640	04	internet	default,supl																		
TZ	AOSP	Vodacom MMS	640	04	mms	mms						http://10.154.0.12/mms/					1744	spn	VodaCom Tanzania					
TZ	LineageOS	Vodacom MMS	640	04	MMS	mms						http://10.154.0.12/mms/	10.154.0.8	9401										
TZ	AOSP	Vodacom WAP	640	04	Wap	default,ia,supl									10.154.0.8	9401	1744	spn	VodaCom Tanzania					
TZ	LineageOS	Vodacom WAP	640	04	wap	default,supl									10.154.0.8	9401								
TZ	LineageOS	Airtel Tanzania	640	05	internet	default,supl																		
UA	AOSP	MTS MMS	255	01	mms.umc.ua	mms						http://mmsc:8002/	192.168.10.10	8080			1746							
UA	AOSP	MTS-internet	255	01	www.umc.ua	default,ia,supl											1746							
UA	LineageOS	Vodafone UA	255	01	internet	default,supl																		
UA	LineageOS	Vodafone UA MMS	255	01	mms	mms						http://mms	192.168.10.10	8080										
UA	AOSP	Beeline MMS	255	02	mms.beeline.ua	mms						http://mms/	172.29.18.192	8080			12							
UA	LineageOS	Beeline UA	255	02	www.ab.kyivstar.net	default,supl																		
UA	LineageOS	Beeline UA MMS	255	02	mms.kyivstar.net	mms						http://mms.kyivstar.net/	10.10.10.10	8080										
UA	AOSP	Beeline-internet	255	02	internet.beeline.ua	default,ia,supl											12							
UA	AOSP	Djuice Internet	255	03	www.djuice.com.ua	default,ia,supl											2331	spn	DJUICE					
UA	AOSP	Djuice MMS	255	03	mms.djuice.com.ua	mms			djuice	mms	1	http://mms.kyivstar.net	10.10.10.10	8080			2331	spn	DJUICE					
UA	LineageOS	HOS	255	03	hos	xcap	IPV4V6	IPV4V6									1747							
UA	LineageOS	IMS	255	03	ims	ims	IPV4V6	IPV4V6									1747							
UA	AOSP	Kyivstar Internet	255	03	www.kyivstar.net	default,ia,supl											1747							
UA	AOSP	Kyivstar Internet 3G	255	03	3g.kyivstar.net	default,ia,supl											1747							
UA	AOSP	Kyivstar Internet Prepaid	255	03	www.ab.kyivstar.net	default,ia,supl											1747							
UA	AOSP	Kyivstar Internet XL	255	03	xl.kyivstar.net	default,ia,supl											1747							
UA	LineageOS	UA-KYIVSTAR Internet	255	03	internet	default,supl,fota,dun	IPV4V6	IPV4V6			0					8080	1747							
UA	LineageOS	UA-KYIVSTAR MMS	255	03	mms.kyivstar.net	mms					0	http://mms.kyivstar.net	10.10.10.10	8080			1747							
UA	AOSP	Life:) internet	255	06	internet	default,ia,supl											1750							
UA	AOSP	Life:) MMS	255	06	mms	mms						http://mms.life.com.ua/cmmsc/post	212.58.162.230	8080			1750							
UA	LineageOS	lifecell	255	06	internet	default,supl																		
UA	LineageOS	lifecell MMS	255	06	mms	mms						http://mms.life	10.10.10.10	8080										
UA	LineageOS	TriMob	255	07	3g.utel.ua	default,supl,mms						http://10.212.1.4/mms/wapenc	10.212.3.148	8080										
UA	AOSP	Utel Internet	255	07	3g.utel.ua	default,ia,supl											1751							
UA	AOSP	Utel MMS	255	07	3g.utel.ua	mms						http://10.212.1.4/mms/wapenc	10.212.3.148	8080			1751							
UG	AOSP	Airtel Internet UG	641	01	internet	default,ia											1753							
UG	LineageOS	Airtel UG	641	01	web.ug.zain.com	default,supl																		
UG	LineageOS	MTN	641	10	yellopix.men.co.ug	*						http://mtn.mmsc/servlets/mms	10.120.0.138	8080	10.120.0.138	8080								
UG	LineageOS	MTN UG	641	10	yellopix.mtn.co.ug	default,supl																		
UG	AOSP	MTN-WEB	641	10	internet	default,ia											1754							
UG	LineageOS	Uganda Telecom	641	11	utweb	default,supl																		
UG	AOSP	UTL Internet UG	641	11	utweb	default,ia									10.76.101.51	8080	1755							
